TransactionID,Amount,CustomerID,FraudIndicator,TransactionAmount,AnomalyScore,Category,Timestamp,MerchantID,AccountBalance,LastLogin,SuspiciousFlag,Name,Age,Address,MerchantName,Location
145,45.94470335816509,1129,0,18.760393793572423,0.7695243691162444,Online,2022-01-07 00:00:00,2936,4396.076926,5/9/2022,0,Customer 1129,39,Address 1129,Merchant 2936,Location 2936
146,86.17240478756997,1234,0,33.87159912261558,0.0963849867089952,Food,2022-01-07 01:00:00,2011,6737.496078,8/22/2022,0,Customer 1234,18,Address 1234,Merchant 2011,Location 2011
147,19.688496513147165,1112,0,93.62801307167632,0.5907825622817242,Travel,2022-01-07 02:00:00,2504,9784.736554,4/22/2022,0,Customer 1112,57,Address 1112,Merchant 2504,Location 2504
148,79.52197137501955,1066,0,78.51656294055846,0.5996910725465628,Online,2022-01-07 03:00:00,2369,8979.728844,3/7/2022,0,Customer 1066,64,Address 1066,Merchant 2369,Location 2369
149,10.863844969173988,1598,1,13.740115016215762,0.0769873880028959,Travel,2022-01-07 04:00:00,2751,6550.062414,8/21/2023,0,Customer 1598,29,Address 1598,Merchant 2751,Location 2751
150,15.24013555293646,1117,0,35.76256757704117,0.9827270365132578,Other,2022-01-07 05:00:00,2684,7288.036638,4/27/2022,0,Customer 1117,52,Address 1117,Merchant 2684,Location 2684
151,46.265651867845264,1311,0,91.20674786727866,0.6983944973107784,Retail,2022-01-07 06:00:00,2920,9253.478917,11/7/2022,0,Customer 1311,25,Address 1311,Merchant 2920,Location 2920
152,10.64214063364256,1998,0,67.72998285604584,0.7864850345761688,Travel,2022-01-07 07:00:00,2953,9148.652759,9/24/2024,0,Customer 1998,25,Address 1998,Merchant 2953,Location 2953
153,40.52631372440093,1123,0,23.84789057823815,0.8608939744740778,Online,2022-01-07 08:00:00,2514,7347.086687,5/3/2022,0,Customer 1123,34,Address 1123,Merchant 2514,Location 2514
154,55.74925986254664,1098,0,23.19675309370517,0.0363253594047917,Online,2022-01-07 09:00:00,2480,6405.360524,4/8/2022,0,Customer 1098,61,Address 1098,Merchant 2480,Location 2480
155,80.68702881549353,1836,0,55.12309145953811,0.152484889271127,Retail,2022-01-07 10:00:00,2598,4018.773274,4/15/2024,0,Customer 1836,47,Address 1836,Merchant 2598,Location 2598
156,58.78105340124304,1126,0,92.42444949008308,0.195162305471047,Retail,2022-01-07 11:00:00,2245,7080.103439,5/6/2022,0,Customer 1126,27,Address 1126,Merchant 2245,Location 2245
157,93.21260497318085,1105,0,60.54514510210061,0.7535838037722454,Online,2022-01-07 12:00:00,2068,7588.282626,4/15/2022,0,Customer 1105,37,Address 1105,Merchant 2068,Location 2068
158,48.93431687421971,1634,0,58.13885000694888,0.0013112357995281,Food,2022-01-07 13:00:00,2454,5302.392311,9/26/2023,0,Customer 1634,44,Address 1634,Merchant 2454,Location 2454
159,75.84896970201633,1768,0,49.28997754079705,0.0686108170259279,Other,2022-01-07 14:00:00,2225,1824.800521,2/7/2024,0,Customer 1768,35,Address 1768,Merchant 2225,Location 2225
160,99.24329385724016,1271,1,20.433902723174075,0.799903050684708,Food,2022-01-07 15:00:00,2783,9084.791659,9/28/2022,0,Customer 1271,23,Address 1271,Merchant 2783,Location 2783
161,97.62385249068704,1935,0,34.28799621000191,0.8128326048241296,Travel,2022-01-07 16:00:00,2752,4805.277796,7/23/2024,0,Customer 1935,35,Address 1935,Merchant 2752,Location 2752
162,68.36222224178091,1666,1,93.90980107812352,0.1303453119881498,Retail,2022-01-07 17:00:00,2583,9674.062164,10/28/2023,0,Customer 1666,36,Address 1666,Merchant 2583,Location 2583
163,52.7405583765616,1495,0,62.2966821251412,0.8961648984302398,Online,2022-01-07 18:00:00,2370,1236.384946,5/10/2023,0,Customer 1495,20,Address 1495,Merchant 2370,Location 2370
164,88.75728850172628,1982,0,21.200385624323307,0.3292528457660703,Other,2022-01-07 19:00:00,2025,4575.522471,9/8/2024,0,Customer 1982,46,Address 1982,Merchant 2025,Location 2025
165,70.65807372432405,1127,0,39.62416222970549,0.063965262052487,Food,2022-01-07 20:00:00,2998,4843.290416,5/7/2022,0,Customer 1127,39,Address 1127,Merchant 2998,Location 2998
166,16.560396381973245,1437,0,94.98701866123818,0.1729678782624287,Travel,2022-01-07 21:00:00,2081,3712.16591,3/13/2023,0,Customer 1437,19,Address 1437,Merchant 2081,Location 2081
167,36.87248196812679,1145,0,70.949036627234,0.9579481005143656,Travel,2022-01-07 22:00:00,2229,9855.674628,5/25/2022,0,Customer 1145,56,Address 1145,Merchant 2229,Location 2229
168,37.97774880715161,1477,0,65.07165073329853,0.8398890363857324,Online,2022-01-07 23:00:00,2711,4219.355106,4/22/2023,0,Customer 1477,31,Address 1477,Merchant 2711,Location 2711
169,37.40762141397819,1727,0,87.84367671643805,0.6381432315674004,Other,2022-01-08 00:00:00,2853,7941.847202,12/28/2023,0,Customer 1727,25,Address 1727,Merchant 2853,Location 2853
170,27.459895442013668,1365,0,96.1462465106588,0.4297705660959885,Other,2022-01-08 01:00:00,2514,2249.683841,12/31/2022,1,Customer 1365,49,Address 1365,Merchant 2514,Location 2514
171,16.468824479692067,1239,0,91.1933076822215,0.4491231704158719,Retail,2022-01-08 02:00:00,2201,8704.182255,8/27/2022,0,Customer 1239,40,Address 1239,Merchant 2201,Location 2201
172,95.81318706963296,1422,0,98.62431306543851,0.4188655842737862,Travel,2022-01-08 03:00:00,2818,6987.997844,2/26/2023,0,Customer 1422,32,Address 1422,Merchant 2818,Location 2818
173,63.47667766306569,1089,0,69.26898129140069,0.9566960542981932,Online,2022-01-08 04:00:00,2200,6121.739351,3/30/2022,0,Customer 1089,50,Address 1089,Merchant 2200,Location 2200
174,97.0655205171012,1407,1,38.39751063654201,0.7962993717062002,Retail,2022-01-08 05:00:00,2898,8827.782393,2/11/2023,0,Customer 1407,32,Address 1407,Merchant 2898,Location 2898
175,13.592210306686386,1233,0,72.0767151531791,0.3578208959090809,Online,2022-01-08 06:00:00,2298,8198.178339,8/21/2022,0,Customer 1233,28,Address 1233,Merchant 2298,Location 2298
176,18.04295485910775,1474,0,23.16580918170286,0.3581691063319129,Online,2022-01-08 07:00:00,2144,8007.840813,4/19/2023,0,Customer 1474,37,Address 1474,Merchant 2144,Location 2144
177,57.400809663920754,1059,0,96.99742620925753,0.3663305510153918,Other,2022-01-08 08:00:00,2372,4450.429069,2/28/2022,0,Customer 1059,42,Address 1059,Merchant 2372,Location 2372
178,91.89645670792092,1596,0,75.17795368204465,0.4797418085390359,Online,2022-01-08 09:00:00,2196,7604.035813,8/19/2023,0,Customer 1596,62,Address 1596,Merchant 2196,Location 2196
179,67.30165835468443,1800,0,71.27729966536388,0.8059953499461918,Food,2022-01-08 10:00:00,2981,6631.372808,3/10/2024,0,Customer 1800,58,Address 1800,Merchant 2981,Location 2981
180,79.45616782324659,1117,0,73.50579664763814,0.4466950064139259,Food,2022-01-08 11:00:00,2229,7288.036638,4/27/2022,0,Customer 1117,52,Address 1117,Merchant 2229,Location 2229
181,74.59376570121384,1548,0,95.81512850727324,0.1480582852993029,Other,2022-01-08 12:00:00,2078,4483.1563,7/2/2023,0,Customer 1548,29,Address 1548,Merchant 2078,Location 2078
182,90.0500458660583,1084,0,18.852697182192355,0.7304494846487675,Travel,2022-01-08 13:00:00,2220,2169.425935,3/25/2022,0,Customer 1084,60,Address 1084,Merchant 2220,Location 2220
183,71.65549550773102,1591,0,13.294878186725366,0.966645463514096,Online,2022-01-08 14:00:00,2671,7962.410275,8/14/2023,0,Customer 1591,36,Address 1591,Merchant 2671,Location 2671
184,76.74484865313467,1107,0,70.84194087334146,0.9345265989340056,Retail,2022-01-08 15:00:00,2507,6166.294346,4/17/2022,0,Customer 1107,60,Address 1107,Merchant 2507,Location 2507
185,30.73140745162662,1449,0,29.797542175411586,0.8713778981354636,Online,2022-01-08 16:00:00,2166,3495.32036,3/25/2023,0,Customer 1449,64,Address 1449,Merchant 2166,Location 2166
186,13.94613717842646,1997,0,10.976063792987292,0.0887224891439055,Online,2022-01-08 17:00:00,2528,9255.451757,9/23/2024,0,Customer 1997,58,Address 1997,Merchant 2528,Location 2528
187,86.27614397676666,1825,0,30.62781389727033,0.3804867275873326,Retail,2022-01-08 18:00:00,2366,4886.010825,4/4/2024,0,Customer 1825,54,Address 1825,Merchant 2366,Location 2366
188,39.15191297159039,1609,0,86.27039905960704,0.5997076288705414,Other,2022-01-08 19:00:00,2348,7085.442721,9/1/2023,0,Customer 1609,29,Address 1609,Merchant 2348,Location 2348
189,63.75541221221678,1439,0,90.69366945616191,0.0525841195764624,Food,2022-01-08 20:00:00,2163,8557.608089,3/15/2023,0,Customer 1439,47,Address 1439,Merchant 2163,Location 2163
190,13.936656978315106,1122,0,97.45799845652886,0.1324130798457156,Travel,2022-01-08 21:00:00,2778,4998.111233,5/2/2022,0,Customer 1122,54,Address 1122,Merchant 2778,Location 2778
191,39.27911887178642,1542,0,94.26044567659616,0.28161699231222,Retail,2022-01-08 22:00:00,2360,6808.655942,6/26/2023,0,Customer 1542,63,Address 1542,Merchant 2360,Location 2360
192,61.29285089639624,1024,0,65.20547785019431,0.0361401268487941,Retail,2022-01-08 23:00:00,2940,1795.328227,1/24/2022,0,Customer 1024,40,Address 1024,Merchant 2940,Location 2940
193,61.5850254830433,1804,0,58.92672040602855,0.9644991055160976,Food,2022-01-09 00:00:00,2926,8924.925317,3/14/2024,0,Customer 1804,24,Address 1804,Merchant 2926,Location 2926
194,25.807626781009997,1394,0,81.998406792034,0.1764083665963066,Travel,2022-01-09 01:00:00,2176,1417.691111,1/29/2023,0,Customer 1394,31,Address 1394,Merchant 2176,Location 2176
195,60.1627950076116,1377,0,46.79083873431522,0.829296851161239,Food,2022-01-09 02:00:00,2901,7515.210695,1/12/2023,0,Customer 1377,46,Address 1377,Merchant 2901,Location 2901
196,73.95115480743799,1860,0,11.414754823886248,0.1556446845128487,Travel,2022-01-09 03:00:00,2208,2424.450317,5/9/2024,0,Customer 1860,21,Address 1860,Merchant 2208,Location 2208
197,41.600666147750765,1022,0,39.746571370799046,0.7831297143194322,Retail,2022-01-09 04:00:00,2125,4265.273573,1/22/2022,0,Customer 1022,55,Address 1022,Merchant 2125,Location 2125
198,77.50218977872183,1599,0,69.42652625711786,0.4507371718071249,Online,2022-01-09 05:00:00,2162,8662.854279,8/22/2023,1,Customer 1599,18,Address 1599,Merchant 2162,Location 2162
199,60.700759795200256,1281,1,74.8024137001501,0.3540911370424252,Retail,2022-01-09 06:00:00,2679,3183.466494,10/8/2022,0,Customer 1281,33,Address 1281,Merchant 2679,Location 2679
200,10.867087743046213,1549,0,11.135024291276173,0.6543579686540659,Online,2022-01-09 07:00:00,2900,4220.470749,7/3/2023,0,Customer 1549,60,Address 1549,Merchant 2900,Location 2900
201,78.69908198812801,1237,0,78.7926566816262,0.0924698674989543,Other,2022-01-09 08:00:00,2382,5160.483332,8/25/2022,0,Customer 1237,32,Address 1237,Merchant 2382,Location 2382
202,13.562991257277996,1800,0,73.35801855325286,0.8635439599431781,Online,2022-01-09 09:00:00,2802,6631.372808,3/10/2024,0,Customer 1800,58,Address 1800,Merchant 2802,Location 2802
203,61.40287558718099,1167,0,19.79428898571563,0.6459808078950701,Retail,2022-01-09 10:00:00,2789,4121.316625,6/16/2022,0,Customer 1167,33,Address 1167,Merchant 2789,Location 2789
204,68.40522340995258,1559,0,52.57391797925766,0.1032059291351714,Online,2022-01-09 11:00:00,2856,4091.678054,7/13/2023,0,Customer 1559,22,Address 1559,Merchant 2856,Location 2856
205,59.45638923887482,1764,0,87.946838800399,0.7811165111485706,Travel,2022-01-09 12:00:00,2618,7695.154348,2/3/2024,0,Customer 1764,49,Address 1764,Merchant 2618,Location 2618
206,94.570751399094,1124,0,45.34907934754776,0.3867848646906189,Travel,2022-01-09 13:00:00,2493,6746.98879,5/4/2022,0,Customer 1124,45,Address 1124,Merchant 2493,Location 2493
207,81.56433192297125,1095,0,49.02599806311397,0.2741100007272282,Other,2022-01-09 14:00:00,2713,8403.773667,4/5/2022,1,Customer 1095,27,Address 1095,Merchant 2713,Location 2713
208,58.42056072628485,1690,0,76.7891524120786,0.3144079950434221,Travel,2022-01-09 15:00:00,2478,5729.012454,11/21/2023,0,Customer 1690,24,Address 1690,Merchant 2478,Location 2478
209,48.04486290773334,1359,0,57.25912840477829,0.2883373503010789,Food,2022-01-09 16:00:00,2405,8430.986519,12/25/2022,0,Customer 1359,53,Address 1359,Merchant 2405,Location 2405
210,27.51230202452078,1026,0,21.239305903956133,0.3227980839253159,Other,2022-01-09 17:00:00,2332,8091.736702,1/26/2022,0,Customer 1026,58,Address 1026,Merchant 2332,Location 2332
211,67.03130270994141,1596,0,79.3765145476943,0.970049124736776,Online,2022-01-09 18:00:00,2989,7604.035813,8/19/2023,0,Customer 1596,62,Address 1596,Merchant 2989,Location 2989
212,78.56207411278741,1506,1,52.47637817645349,0.8581859979634036,Other,2022-01-09 19:00:00,2828,5745.088291,5/21/2023,0,Customer 1506,22,Address 1506,Merchant 2828,Location 2828
213,81.95667521729543,1219,0,75.32893871990358,0.4463273030715393,Food,2022-01-09 20:00:00,2065,7649.649301,8/7/2022,0,Customer 1219,23,Address 1219,Merchant 2065,Location 2065
214,66.22278769805163,1609,0,76.76865855547618,0.1168631146102391,Travel,2022-01-09 21:00:00,2536,7085.442721,9/1/2023,0,Customer 1609,29,Address 1609,Merchant 2536,Location 2536
215,43.288425940630695,1788,0,87.13835924679432,0.2473200050082087,Online,2022-01-09 22:00:00,2225,4384.800512,2/27/2024,0,Customer 1788,27,Address 1788,Merchant 2225,Location 2225
216,91.44727683785102,1320,0,33.346974587766816,0.0498583601810919,Retail,2022-01-09 23:00:00,2533,4674.919671,11/16/2022,0,Customer 1320,48,Address 1320,Merchant 2533,Location 2533
217,98.68616371418082,1194,0,79.684500917319,0.4855999522759509,Travel,2022-01-10 00:00:00,2023,7405.683379,7/13/2022,0,Customer 1194,40,Address 1194,Merchant 2023,Location 2023
218,84.03821814533373,1387,0,21.68077849155916,0.0865758331665561,Online,2022-01-10 01:00:00,2884,2137.201057,1/22/2023,1,Customer 1387,31,Address 1387,Merchant 2884,Location 2884
219,26.705903742573543,1381,0,78.78591569653737,0.8576199416102118,Online,2022-01-10 02:00:00,2388,4206.19949,1/16/2023,0,Customer 1381,58,Address 1381,Merchant 2388,Location 2388
220,95.66715462171436,1023,0,66.7376965174679,0.3073939306775677,Online,2022-01-10 03:00:00,2338,9545.474869,1/23/2022,0,Customer 1023,34,Address 1023,Merchant 2338,Location 2338
221,53.84797949558436,1292,0,47.443041935154895,0.210648526054667,Food,2022-01-10 04:00:00,2094,5713.487344,10/19/2022,0,Customer 1292,33,Address 1292,Merchant 2094,Location 2094
222,67.7566473614084,1556,0,17.36876575850654,0.0590292986848037,Online,2022-01-10 05:00:00,2206,2262.489052,7/10/2023,0,Customer 1556,53,Address 1556,Merchant 2206,Location 2206
223,68.86554660517089,1616,0,56.889921501141245,0.0177160412981203,Travel,2022-01-10 06:00:00,2334,5058.355133,9/8/2023,0,Customer 1616,31,Address 1616,Merchant 2334,Location 2334
224,32.334368575520536,1646,0,22.120892689336657,0.681498050466276,Retail,2022-01-10 07:00:00,2893,1384.666674,10/8/2023,0,Customer 1646,46,Address 1646,Merchant 2893,Location 2893
225,87.0159324540077,1678,0,41.46857357472534,0.9854105185705414,Food,2022-01-10 08:00:00,2979,3302.010949,11/9/2023,1,Customer 1678,33,Address 1678,Merchant 2979,Location 2979
226,34.528113601375296,1950,0,13.871281828809789,0.7622048594652203,Food,2022-01-10 09:00:00,2539,2394.859954,8/7/2024,0,Customer 1950,48,Address 1950,Merchant 2539,Location 2539
227,72.13258352324524,1995,1,29.67925462704473,0.9392161655993088,Travel,2022-01-10 10:00:00,2776,2240.517799,9/21/2024,0,Customer 1995,38,Address 1995,Merchant 2776,Location 2776
228,55.797695917609126,1492,0,10.9730234023345,0.1883338580116202,Online,2022-01-10 11:00:00,2962,2989.819267,5/7/2023,0,Customer 1492,46,Address 1492,Merchant 2962,Location 2962
229,26.44706544020341,1395,0,94.0622960105692,0.2589414407353841,Other,2022-01-10 12:00:00,2687,4381.287524,1/30/2023,1,Customer 1395,32,Address 1395,Merchant 2687,Location 2687
230,99.7192337077914,1903,0,51.6073040765863,0.9585613328123336,Food,2022-01-10 13:00:00,2473,4718.536567,6/21/2024,0,Customer 1903,18,Address 1903,Merchant 2473,Location 2473
231,39.30443808666833,1442,0,70.86813431740313,0.4745197026132388,Online,2022-01-10 14:00:00,2577,9760.428571,3/18/2023,0,Customer 1442,54,Address 1442,Merchant 2577,Location 2577
232,48.95945026618623,1169,0,14.748967417508124,0.3279132217069292,Other,2022-01-10 15:00:00,2559,4020.714312,6/18/2022,0,Customer 1169,30,Address 1169,Merchant 2559,Location 2559
233,98.73461898413122,1767,0,62.37409427812566,0.0452476378006632,Online,2022-01-10 16:00:00,2787,1238.122719,2/6/2024,0,Customer 1767,38,Address 1767,Merchant 2787,Location 2787
234,69.33327246195044,1221,0,35.94577240035858,0.8934789871384754,Other,2022-01-10 17:00:00,2851,6722.285664,8/9/2022,0,Customer 1221,37,Address 1221,Merchant 2851,Location 2851
235,65.34894374447977,1806,0,56.4273949545298,0.9122973990642969,Retail,2022-01-10 18:00:00,2949,7475.015619,3/16/2024,0,Customer 1806,61,Address 1806,Merchant 2949,Location 2949
236,69.82507207727988,1999,0,33.87630498125569,0.4038264321080043,Retail,2022-01-10 19:00:00,2789,7376.854107,9/25/2024,0,Customer 1999,57,Address 1999,Merchant 2789,Location 2789
237,46.17260059157836,1506,0,23.30991586673956,0.8944399270078037,Online,2022-01-10 20:00:00,2442,5745.088291,5/21/2023,0,Customer 1506,22,Address 1506,Merchant 2442,Location 2442
238,55.20400597044325,1024,0,25.29149584461545,0.0897404131770416,Retail,2022-01-10 21:00:00,2231,1795.328227,1/24/2022,0,Customer 1024,40,Address 1024,Merchant 2231,Location 2231
239,53.97929249001216,1359,0,52.565828289984246,0.3351857633051895,Retail,2022-01-10 22:00:00,2442,8430.986519,12/25/2022,0,Customer 1359,53,Address 1359,Merchant 2442,Location 2442
240,45.00641711892598,1892,1,77.85459460480482,0.5722681836455746,Online,2022-01-10 23:00:00,2282,5096.276615,6/10/2024,0,Customer 1892,59,Address 1892,Merchant 2282,Location 2282
241,27.18554242606038,1830,0,59.1248358630428,0.2720936802463285,Other,2022-01-11 00:00:00,2373,9443.195845,4/9/2024,0,Customer 1830,22,Address 1830,Merchant 2373,Location 2373
242,25.420517132167863,1515,0,69.93087011641819,0.5157654931543152,Online,2022-01-11 01:00:00,2702,7872.506549,5/30/2023,0,Customer 1515,37,Address 1515,Merchant 2702,Location 2702
243,48.2529491789015,1479,0,92.35937017351696,0.1344724121321731,Food,2022-01-11 02:00:00,2451,6915.090133,4/24/2023,0,Customer 1479,47,Address 1479,Merchant 2451,Location 2451
244,38.65841154384127,1398,0,24.898259397715726,0.1745842508047409,Travel,2022-01-11 03:00:00,2789,1617.125777,2/2/2023,0,Customer 1398,55,Address 1398,Merchant 2789,Location 2789
245,66.64627231049542,1848,0,65.35616715581493,0.2188798757268968,Travel,2022-01-11 04:00:00,2872,2524.244091,4/27/2024,0,Customer 1848,63,Address 1848,Merchant 2872,Location 2872
246,67.64191353460876,1877,0,99.04387605443804,0.2187786756626317,Online,2022-01-11 05:00:00,2552,1848.98564,5/26/2024,0,Customer 1877,43,Address 1877,Merchant 2552,Location 2552
247,95.63285443399356,1965,0,64.90209134121136,0.7866977743196337,Retail,2022-01-11 06:00:00,2118,2295.865935,8/22/2024,0,Customer 1965,44,Address 1965,Merchant 2118,Location 2118
248,81.69004135988487,1656,0,90.59198940509926,0.0065898600587622,Other,2022-01-11 07:00:00,2408,5626.572877,10/18/2023,0,Customer 1656,48,Address 1656,Merchant 2408,Location 2408
249,60.724694915321855,1180,0,52.49254177338928,0.0271173542793712,Online,2022-01-11 08:00:00,2677,8645.383186,6/29/2022,0,Customer 1180,59,Address 1180,Merchant 2677,Location 2677
250,60.55808100557361,1244,0,21.65134654738703,0.8702311777696006,Retail,2022-01-11 09:00:00,2040,8723.861427,9/1/2022,0,Customer 1244,46,Address 1244,Merchant 2040,Location 2040
251,38.533109535613626,1406,0,78.56612335127426,0.6493666203166822,Retail,2022-01-11 10:00:00,2007,6284.739666,2/10/2023,0,Customer 1406,56,Address 1406,Merchant 2007,Location 2007
252,39.64193470676073,1546,0,80.25449380538134,0.7074811593133916,Food,2022-01-11 11:00:00,2120,6282.241817,6/30/2023,0,Customer 1546,52,Address 1546,Merchant 2120,Location 2120
253,52.32859080638063,1316,0,15.053521973225672,0.5105081670860443,Travel,2022-01-11 12:00:00,2033,1538.03304,11/12/2022,0,Customer 1316,41,Address 1316,Merchant 2033,Location 2033
254,61.157045133672426,1768,0,96.62137605981933,0.281707456377549,Retail,2022-01-11 13:00:00,2764,1824.800521,2/7/2024,0,Customer 1768,35,Address 1768,Merchant 2764,Location 2764
255,74.41673714777123,1983,0,92.88343588588074,0.8142113446109935,Other,2022-01-11 14:00:00,2903,4754.880202,9/9/2024,0,Customer 1983,42,Address 1983,Merchant 2903,Location 2903
256,16.70607949337328,1685,0,96.46532589209308,0.7633935853704387,Retail,2022-01-11 15:00:00,2242,3046.120485,11/16/2023,0,Customer 1685,18,Address 1685,Merchant 2242,Location 2242
257,23.740319049622585,1441,0,71.3379670683811,0.5556280311853758,Food,2022-01-11 16:00:00,2627,7268.82735,3/17/2023,0,Customer 1441,37,Address 1441,Merchant 2627,Location 2627
258,72.19579593152234,1198,0,64.84821624051361,0.4558990958760039,Travel,2022-01-11 17:00:00,2266,7777.442049,7/17/2022,0,Customer 1198,62,Address 1198,Merchant 2266,Location 2266
259,63.92237414443909,1990,0,79.51078292588622,0.275612962520994,Other,2022-01-11 18:00:00,2298,7417.757201,9/16/2024,0,Customer 1990,63,Address 1990,Merchant 2298,Location 2298
260,32.121734238901404,1893,0,35.66109499785723,0.3485183802706245,Online,2022-01-11 19:00:00,2228,9608.404562,6/11/2024,0,Customer 1893,45,Address 1893,Merchant 2228,Location 2228
261,61.32263139109206,1558,0,34.53383406995822,0.9916263388452976,Food,2022-01-11 20:00:00,2911,9927.157719,7/12/2023,0,Customer 1558,35,Address 1558,Merchant 2911,Location 2911
262,54.47433021499057,1995,0,18.327174054357272,0.387238274676982,Retail,2022-01-11 21:00:00,2005,2240.517799,9/21/2024,0,Customer 1995,38,Address 1995,Merchant 2005,Location 2005
263,27.336940402644966,1253,0,11.86341116322519,0.2175426414356537,Food,2022-01-11 22:00:00,2509,5185.762082,9/10/2022,0,Customer 1253,62,Address 1253,Merchant 2509,Location 2509
264,31.305825185224148,1455,0,26.5734715248705,0.2022063741775694,Food,2022-01-11 23:00:00,2104,3227.699686,3/31/2023,0,Customer 1455,39,Address 1455,Merchant 2104,Location 2104
265,41.54205962794481,1017,0,29.782455750319624,0.4933083192807312,Food,2022-01-12 00:00:00,2055,5179.000965,1/17/2022,0,Customer 1017,21,Address 1017,Merchant 2055,Location 2055
266,32.85924468136734,1393,0,59.42213532077228,0.6120335137046751,Travel,2022-01-12 01:00:00,2120,3238.184097,1/28/2023,0,Customer 1393,47,Address 1393,Merchant 2120,Location 2120
267,71.23473259275752,1866,0,10.317806918915364,0.3276545412729026,Food,2022-01-12 02:00:00,2088,9510.171444,5/15/2024,0,Customer 1866,35,Address 1866,Merchant 2088,Location 2088
268,26.619459510326152,1433,0,84.3166959270708,0.8640972249158761,Retail,2022-01-12 03:00:00,2681,6991.289067,3/9/2023,0,Customer 1433,55,Address 1433,Merchant 2681,Location 2681
269,56.27958729651075,1229,0,36.15552839616184,0.74077886236982,Travel,2022-01-12 04:00:00,2023,7030.677982,8/17/2022,0,Customer 1229,18,Address 1229,Merchant 2023,Location 2023
270,79.5393640180564,1786,0,27.51526729487366,0.6077520024600808,Travel,2022-01-12 05:00:00,2228,1656.961894,2/25/2024,0,Customer 1786,50,Address 1786,Merchant 2228,Location 2228
271,36.75441407266821,1432,1,10.83104719865872,0.6208991111145831,Other,2022-01-12 06:00:00,2611,5930.219714,3/8/2023,1,Customer 1432,36,Address 1432,Merchant 2611,Location 2611
272,58.17973707615728,1944,1,30.82326807262543,0.0443423904348095,Travel,2022-01-12 07:00:00,2241,2462.046546,8/1/2024,0,Customer 1944,51,Address 1944,Merchant 2241,Location 2241
273,28.303899974374268,1512,0,20.01826492292852,0.4031613295818237,Other,2022-01-12 08:00:00,2779,7327.564,5/27/2023,0,Customer 1512,64,Address 1512,Merchant 2779,Location 2779
274,35.92410077105648,1354,0,59.425774167905104,0.9507628829289666,Travel,2022-01-12 09:00:00,2262,3903.794554,12/20/2022,0,Customer 1354,45,Address 1354,Merchant 2262,Location 2262
275,78.3127071416263,1873,0,49.11928354400872,0.7328517217427827,Online,2022-01-12 10:00:00,2705,4025.340053,5/22/2024,0,Customer 1873,31,Address 1873,Merchant 2705,Location 2705
276,35.05265258366971,1405,0,27.226847422488543,0.783449780337816,Travel,2022-01-12 11:00:00,2397,9246.516979,2/9/2023,0,Customer 1405,59,Address 1405,Merchant 2397,Location 2397
277,70.79730570531635,1958,0,41.09922893712948,0.4185392602509085,Retail,2022-01-12 12:00:00,2721,8961.011692,8/15/2024,0,Customer 1958,57,Address 1958,Merchant 2721,Location 2721
278,61.10932034404943,1893,0,62.47164634932084,0.6520016060332727,Other,2022-01-12 13:00:00,2510,9608.404562,6/11/2024,0,Customer 1893,45,Address 1893,Merchant 2510,Location 2510
279,56.754616986193845,1535,0,87.47329707970232,0.6129715935210693,Food,2022-01-12 14:00:00,2491,8720.210863,6/19/2023,0,Customer 1535,53,Address 1535,Merchant 2491,Location 2491
280,16.219860051456457,1351,0,31.214831319840613,0.7701598012954176,Retail,2022-01-12 15:00:00,2553,6685.598454,12/17/2022,0,Customer 1351,32,Address 1351,Merchant 2553,Location 2553
281,10.802412944130907,1848,0,61.90352457018726,0.7173568735458106,Food,2022-01-12 16:00:00,2714,2524.244091,4/27/2024,0,Customer 1848,63,Address 1848,Merchant 2714,Location 2714
282,66.57002449606415,1562,0,96.57198893334257,0.5867595351398335,Travel,2022-01-12 17:00:00,2713,9938.922919,7/16/2023,0,Customer 1562,43,Address 1562,Merchant 2713,Location 2713
283,26.133992196232175,1817,0,37.99213522725594,0.5621896468421762,Retail,2022-01-12 18:00:00,2083,3402.333161,3/27/2024,0,Customer 1817,28,Address 1817,Merchant 2083,Location 2083
284,17.31735492821924,1649,0,51.99564188670163,0.7037667679921972,Other,2022-01-12 19:00:00,2223,7708.879304,10/11/2023,0,Customer 1649,54,Address 1649,Merchant 2223,Location 2223
285,75.32446317385762,1505,0,61.43609226237128,0.2649763500619336,Retail,2022-01-12 20:00:00,2886,9012.48065,5/20/2023,0,Customer 1505,33,Address 1505,Merchant 2886,Location 2886
286,30.768477767337625,1513,0,14.523521313976882,0.119439939441808,Travel,2022-01-12 21:00:00,2287,6238.20632,5/28/2023,0,Customer 1513,47,Address 1513,Merchant 2287,Location 2287
287,57.45622413714661,1604,0,33.91358309691065,0.5873764896528769,Other,2022-01-12 22:00:00,2328,4470.138106,8/27/2023,0,Customer 1604,36,Address 1604,Merchant 2328,Location 2328
288,73.3032970491333,1972,0,78.97968795996621,0.8256869130953508,Online,2022-01-12 23:00:00,2808,6552.817253,8/29/2024,0,Customer 1972,39,Address 1972,Merchant 2808,Location 2808
289,96.23321419600772,1165,1,51.13891597355007,0.7572829171552454,Food,2022-01-13 00:00:00,2492,4115.718544,6/14/2022,0,Customer 1165,48,Address 1165,Merchant 2492,Location 2492
